Artist,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Outlier
Lou Reed,0.532625,0.59775,4.875,-10.1545,1.0,0.047850000000000004,0.319275,0.14869108250000002,0.1622875,0.65675,119.253125,4.0,1
Loud Luxury,0.769,0.8165,1.0,-4.5809999999999995,1.0,0.053599999999999995,0.0903,5.0860000000000004e-05,0.07455,0.49549999999999994,122.506,4.0,1
Louis The Child,0.6716666666666667,0.674,6.5,-7.3069999999999995,0.6666666666666666,0.12933333333333333,0.13231166666666666,0.1488397,0.26655,0.4708333333333334,129.58183333333332,4.0,1
Love Harder,0.916,0.411,6.0,-7.523,1.0,0.0657,0.159,1.1e-05,0.0989,0.407,125.996,4.0,1
Low,0.615,0.498,10.0,-14.323,0.0,0.0466,0.523,0.851,0.136,0.412,120.002,3.0,1
Luca Lozano,0.732,0.897,4.0,-6.804,0.0,0.059,2.35e-05,0.893,0.0893,0.364,127.002,4.0,1
Lucian,0.85,0.569,8.0,-5.462,1.0,0.0879,0.155,1.4e-05,0.119,0.285,125.921,4.0,1
Ludovico Einaudi,0.45325000000000004,0.3275,2.75,-12.862,0.5,0.032,0.7101525,0.694895,0.10164999999999999,0.0808,103.86125,3.75,1
Lusine,0.6765,0.6040000000000001,7.0,-9.773,0.5,0.1424,0.396,0.44799999999999995,0.1165,0.5994999999999999,97.4975,4.0,1
Luttrell,0.5834615384615385,0.7476153846153846,5.230769230769231,-8.781692307692309,0.6153846153846154,0.03647692307692308,0.02444566153846154,0.7353846153846154,0.20093076923076922,0.29607692307692307,122.3033076923077,4.0,1
Lvne,0.731,0.683,7.0,-10.692,1.0,0.181,0.206,0.082,0.556,0.156,122.982,4.0,1
Lykke Li,0.371,0.0731,2.0,-8.051,1.0,0.0328,0.931,0.0,0.0717,0.316,137.466,4.0,1
Låpsley,0.787,0.869,8.0,-7.023,0.0,0.0472,0.0107,0.743,0.0704,0.332,125.994,4.0,1
LöKii,0.69,0.627,0.0,-7.194,1.0,0.029,0.397,0.395,0.119,0.226,119.989,4.0,1
M. Ward,0.452,0.559,0.0,-9.466,1.0,0.0306,0.333,0.0104,0.109,0.282,112.221,4.0,1
M.I.A.,0.657,0.8872222222222222,4.0,-3.6782222222222223,0.6666666666666666,0.14558888888888888,0.08685333333333332,0.04085721444444444,0.18832222222222222,0.484,139.502,4.0,1
M83,0.393,0.394,5.0,-11.973,1.0,0.0296,0.496,0.0507,0.343,0.122,106.53,4.0,1
MADMADMAD,0.844,0.968,1.0,-4.831,0.0,0.0633,0.0213,0.926,0.0625,0.657,117.986,4.0,1
MADSUN,0.508,0.709,10.0,-6.982,1.0,0.0405,0.0978,0.0964,0.126,0.034,105.987,4.0,1
MATVEÏ,0.877,0.465,9.0,-11.719,1.0,0.455,0.394,0.00069,0.131,0.323,119.878,4.0,1
MEDUZA,0.7320000000000001,0.82,7.0,-5.859333333333333,0.0,0.034866666666666664,0.03403333333333333,0.02452,0.213,0.5496666666666666,123.36733333333332,4.0,1
MEMBA,0.668,0.73,7.0,-8.465,1.0,0.0434,0.0709,0.571,0.0712,0.143,109.987,4.0,1
MK,0.537,0.898,11.0,-6.188,0.0,0.0351,0.00142,0.0474,0.217,0.195,123.969,4.0,1
MOONZz,0.528,0.567,3.0,-11.747,1.0,0.0471,0.155,7.5e-06,0.0822,0.192,98.968,4.0,1
Maceo Plex,0.69,0.739,3.0,-11.513,0.0,0.059,0.0127,0.905,0.0744,0.384,125.007,4.0,1
Madonna,0.723,0.613,10.0,-5.657,0.0,0.137,0.0548,0.000263,0.188,0.506,150.001,4.0,1
Madvillain,0.413,0.851,1.0,-8.07,1.0,0.394,0.179,0.0,0.442,0.406,96.576,4.0,1
Magic Shoppe,0.482,0.774,2.0,-6.059,1.0,0.025,0.000672,0.971,0.103,0.426,88.983,4.0,1
Major Lazer,0.678,0.735,8.0,-4.725,1.0,0.0488,0.0265,2.19e-05,0.235,0.386,100.001,4.0,1
Makebo,0.693,0.5209999999999999,9.0,-8.318999999999999,1.0,0.036750000000000005,0.00036899999999999997,0.8325,0.124,0.432,122.00200000000001,4.0,1
Mala Rodríguez,0.606,0.456,0.0,-8.192,0.0,0.467,0.757,0.00551,0.14,0.267,185.904,4.0,1
Malian Musicians,0.439,0.361,9.0,-12.662,0.0,0.0305,0.691,0.305,0.213,0.112,136.794,4.0,1
Mall Grab,0.506,0.709,11.0,-9.414,0.0,0.0318,0.0118,0.952,0.202,0.331,136.033,4.0,1
Mallrat,0.49,0.854,5.0,-6.818,1.0,0.0484,0.143,0.376,0.0936,0.715,220.011,4.0,1
Mano Le Tough,0.6525000000000001,0.6839999999999999,8.0,-9.7405,0.0,0.0354,0.0048705,0.789,0.12060000000000001,0.366,120.01150000000001,4.0,1
Mansionair,0.528,0.619,5.0,-8.444,0.0,0.0295,0.103,0.0951,0.623,0.759,151.997,4.0,1
Manu Chao,0.6608333333333333,0.6188333333333333,8.5,-8.285166666666667,0.0,0.05513333333333333,0.7005,0.16641966666666666,0.2608333333333333,0.8795000000000001,156.31816666666666,4.0,1
Marc Bolan,0.53175,0.69225,1.75,-8.0525,1.0,0.035875,0.28505,0.002529225,0.17015,0.601,103.79875,3.75,1
Marcus Schössow,0.565,0.626,11.0,-7.107,0.0,0.0476,0.279,0.806,0.272,0.511,122.956,4.0,1
Maribou State,0.6073333333333333,0.7436666666666666,6.333333333333333,-8.482666666666667,0.0,0.037233333333333334,0.33,0.8333333333333334,0.26733333333333337,0.5223333333333333,116.34100000000001,4.0,1
Markus Gardeweg,0.724,0.586,8.0,-8.095,0.0,0.0428,0.154,0.849,0.109,0.247,123.021,4.0,1
Marky Mark And The Funky Bunch,0.711,0.951,1.0,-8.406,1.0,0.0537,0.00189,0.366,0.0229,0.903,121.656,4.0,1
Marlon Williams,0.517,0.412,4.0,-9.171,0.0,0.0273,0.0257,0.000551,0.133,0.324,135.201,4.0,1
Marnie,0.213,0.475,4.0,-8.698,0.0,0.0315,0.0895,0.73,0.107,0.0885,109.965,4.0,1
Martin Garrix,0.59875,0.8079999999999999,2.75,-6.638249999999999,0.5,0.047775,0.0367525,0.16639445,0.198,0.26890000000000003,127.7925,4.0,1
Martin Roth,0.774,0.819,8.0,-6.745,0.0,0.0402,0.000165,0.881,0.0922,0.606,117.999,3.0,1
Martin Solveig,0.593,0.85375,7.5,-5.05425,0.75,0.04505,0.0173025,0.0002965,0.09307499999999999,0.4525,126.5165,4.0,1
Marvin Gaye,0.6923333333333334,0.6351666666666667,4.833333333333333,-8.129,0.5,0.04441666666666667,0.2598333333333333,0.004116021666666667,0.12405,0.7798333333333334,124.46733333333333,4.0,1
Mask,0.504,0.893,2.0,-9.916,1.0,0.0418,0.0105,0.12,0.109,0.136,103.054,4.0,1
Massive Attack,0.5419999999999999,0.609,8.0,-9.688,0.3333333333333333,0.050833333333333335,0.03473333333333333,0.612,0.11116666666666668,0.422,125.45800000000001,4.0,1
Mat Weasel Busters,0.688,0.983,6.0,-3.253,1.0,0.391,0.0107,0.733,0.096,0.394,189.99,4.0,1
Mat Zo,0.686,0.964,7.0,-2.692,1.0,0.0611,0.00569,0.0539,0.0876,0.41,127.941,4.0,1
Matador,0.718,0.713,0.0,-10.101,1.0,0.037,0.0815,0.909,0.177,0.458,123.007,4.0,1
Matias Aguayo,0.839,0.48,6.0,-12.223,1.0,0.113,0.323,0.0505,0.0758,0.437,120.973,4.0,1
Matoma,0.805,0.858,0.0,-3.067,1.0,0.105,0.194,7.89e-06,0.256,0.523,97.033,4.0,1
Matt Lange,0.756,0.502,6.0,-8.736,0.0,0.0401,0.0398,0.691,0.0925,0.111,126.008,4.0,1
Matthias Meyer,0.798,0.839,7.0,-7.755,1.0,0.0518,0.105,0.852,0.0702,0.319,120.997,4.0,1
Matty,0.676,0.465,10.0,-9.757,1.0,0.0295,0.0953,0.892,0.109,0.037,127.509,4.0,1
Matty Lincoln,0.882,0.839,0.0,-6.774,1.0,0.296,0.0428,0.000581,0.145,0.507,128.034,4.0,1
Mau P,0.683,0.932,8.0,-10.402,1.0,0.0513,0.0389,0.605,0.0615,0.553,125.002,4.0,1
Max Cooper,0.717,0.621,11.0,-11.855,1.0,0.0536,0.675,0.926,0.111,0.224,118.977,4.0,1
Max Richter,0.214,0.00144,6.0,-39.869,1.0,0.0487,0.995,0.968,0.0998,0.0866,72.046,4.0,-1
Maxo Kream,0.835,0.79,1.0,-7.109,1.0,0.0834,0.048,2.07e-06,0.107,0.703,76.976,4.0,1
Maya Jane Coles,0.711,0.653,6.0,-5.123,0.0,0.0416,0.00164,0.941,0.187,0.921,127.022,4.0,1
Mazzy Star,0.41869230769230764,0.2799846153846154,5.076923076923077,-14.546923076923076,1.0,0.030476923076923075,0.41242615384615383,0.19571146153846153,0.12832307692307693,0.2368,127.95330769230769,3.6923076923076925,1
Mega Drive,0.589,0.587,2.0,-10.186,1.0,0.147,0.00963,0.813,0.136,0.527,195.97,4.0,1
Mekons,0.284,0.92,4.0,-3.916,1.0,0.0882,0.000284,0.121,0.118,0.33,78.12,4.0,1
Melt-Banana,0.451,0.973,9.0,-2.126,1.0,0.166,0.000274,0.795,0.471,0.438,109.973,4.0,1
Memory Cassette,0.381,0.753,4.0,-6.688,1.0,0.0663,0.00177,0.722,0.199,0.384,119.962,4.0,1
Men I Trust,0.623,0.403,6.0,-14.1,0.0,0.0598,0.78,0.763,0.11,0.49,157.912,4.0,1
Mercury Rev,0.467,0.761,9.0,-5.893,1.0,0.0386,0.0186,1.25e-06,0.0666,0.257,145.241,4.0,1
Miami Sound Machine,0.782,0.873,2.0,-7.157,1.0,0.0475,0.141,0.0571,0.112,0.858,123.181,4.0,1
Michael Calfan,0.719,0.701,1.0,-9.846,0.0,0.0414,0.0662,0.121,0.0978,0.136,122.034,4.0,1
Michael Prado,0.78,0.685,5.0,-7.417,0.0,0.0485,0.105,0.239,0.305,0.369,123.989,4.0,1
Michaël Brun,0.605,0.856,6.0,-3.829,1.0,0.399,0.0594,0.0,0.0716,0.679,81.617,4.0,1
Michelle Blades,0.351,0.486,1.0,-9.526,1.0,0.0262,0.0343,0.154,0.146,0.457,154.17,4.0,1
Michigan & Smiley,0.764,0.337,8.0,-15.009,1.0,0.408,0.403,0.0,0.0765,0.554,162.102,4.0,1
Midlake,0.5335000000000001,0.691,8.0,-7.579000000000001,0.0,0.03455,0.383,9.775e-05,0.1185,0.5755,121.7945,4.0,1
Miguel Ríos,0.585,0.439,0.0,-9.015,1.0,0.0971,0.123,0.0,0.983,0.568,120.205,4.0,1
Mikal Cronin,0.273,0.83,2.0,-5.254,1.0,0.0599,0.0325,0.0551,0.0797,0.207,89.327,4.0,1
Mike Candys,0.741,0.812,1.0,-5.356,1.0,0.039,0.00254,0.104,0.301,0.146,124.991,4.0,1
Mikolas Josef,0.657,0.783,1.0,-5.828,0.0,0.398,0.0905,7.34e-06,0.103,0.707,134.223,4.0,1
Mild Minds,0.699,0.642,6.0,-9.201,1.0,0.045,0.0713,0.697,0.114,0.335,122.015,4.0,1
Milky Chance,0.7554285714285714,0.7142857142857143,9.285714285714286,-8.840857142857143,0.8571428571428571,0.07744285714285715,0.4499714285714286,0.059009442857142845,0.1036,0.6644285714285714,104.718,4.0,1
Mixtape Madness,0.887,0.501,1.0,-7.982,1.0,0.419,0.498,0.0,0.122,0.403,145.995,4.0,1
Moby,0.514825,0.5488999999999999,4.775,-9.807975,0.575,0.035985,0.19714690075000002,0.5725428325,0.166745,0.3208975,105.29159999999999,3.975,1
Modd,0.782,0.558,4.0,-14.528,0.0,0.0589,0.00395,0.879,0.0994,0.362,121.997,4.0,1
Moderat,0.688,0.5455,9.0,-10.1115,0.5,0.04095,0.0894,0.8175,0.23470000000000002,0.105,110.4995,4.0,1
Modern English,0.463,0.794,0.0,-7.506,1.0,0.0551,0.000433,0.000215,0.0522,0.573,156.172,4.0,1
Modeselektor,0.634,0.712,4.0,-12.146,0.0,0.0689,0.0211,0.802,0.111,0.433,156.02,4.0,1
Modest Mouse,0.291,0.8445,6.75,-4.4735,0.5,0.08055000000000001,0.0045625,0.25478635,0.393625,0.3835,150.59525,4.0,1
Mogwai,0.57,0.567,10.0,-12.262,1.0,0.0305,0.000245,0.709,0.107,0.203,113.999,4.0,1
Mohombi,0.734,0.766,11.0,-5.445,0.0,0.0363,0.0518,0.0,0.606,0.887,90.0,4.0,1
Moi Je,0.812,0.467,5.0,-9.387,1.0,0.351,0.635,0.000137,0.108,0.191,117.022,4.0,1
Moksi,0.633,0.651,7.0,-6.814,0.0,0.0574,0.0632,0.00358,0.141,0.202,119.978,4.0,1
Molchat Doma,0.489,0.723,1.0,-4.179,1.0,0.0758,0.713,0.84,0.109,0.452,160.078,4.0,1
Monkey Safari,0.713,0.66625,1.0,-8.91325,1.0,0.04185,0.0176235,0.67625,0.09115000000000001,0.5115000000000001,125.247,4.0,1
Moodymann,0.622,0.634,1.0,-10.556,0.0,0.121,0.614,0.0,0.828,0.72,120.16,4.0,1
Moon Boots,0.658,0.894,7.0,-7.327,1.0,0.0551,0.00105,0.0794,0.128,0.158,122.018,4.0,1
Moonbeam,0.718,0.567,9.0,-10.188,1.0,0.0664,0.00338,0.9,0.112,0.411,129.039,4.0,1
Moonchild Sanelly,0.879,0.809,1.0,-6.925,1.0,0.0597,0.00352,0.436,0.0617,0.186,113.01,4.0,1
Morgan Delt,0.489,0.633,1.0,-9.55,1.0,0.0303,0.423,0.758,0.0867,0.519,150.084,3.0,1
Morrissey,0.45494736842105266,0.8140000000000001,5.526315789473684,-6.433578947368421,0.631578947368421,0.04188947368421053,0.07038326315789474,0.06823766157894737,0.22842631578947367,0.5413684210526316,136.84073684210526,4.0,1
Mounika.,0.557,0.653,0.0,-10.157,1.0,0.0601,0.135,0.747,0.0788,0.332,84.956,4.0,1
Mount Kimbie,0.5513333333333333,0.6906666666666667,6.333333333333333,-11.361666666666666,0.6666666666666666,0.0381,0.33503333333333335,0.7606666666666667,0.3024,0.5499999999999999,146.889,4.0,1
Moving Units,0.47277777777777774,0.8585555555555556,6.333333333333333,-4.501666666666667,0.5555555555555556,0.07592222222222222,0.08260277777777777,0.15394205555555554,0.2863111111111111,0.597111111111111,135.36177777777777,4.0,1
Mr Raoul K,0.737,0.622,5.0,-9.276,0.0,0.0404,0.0582,0.338,0.0594,0.0474,120.026,4.0,1
Mr. Probz,0.829,0.51,5.0,-9.334,0.0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,4.0,1
Mudhoney,0.381,0.675,10.0,-16.211,1.0,0.0355,6.9e-05,0.516,0.154,0.815,127.115,4.0,1
Mungo's Hi Fi,0.788,0.61225,4.75,-8.92025,0.75,0.136075,0.1017025,0.00088955,0.2744,0.49925,127.7855,4.0,1
Mura Masa,0.625,0.763,8.0,-4.997,0.0,0.129,0.147,0.0106,0.214,0.721,88.753,4.0,1
Music Factory,0.759,0.661,8.0,-9.406,1.0,0.0941,0.57,0.624,0.344,0.727,159.422,4.0,1
Mägo de Oz,0.233,0.412,9.0,-7.652,0.0,0.0313,0.498,4.48e-05,0.0627,0.204,102.743,4.0,1
Møme,0.6080000000000001,0.593,8.0,-10.3945,0.5,0.0574,0.189,0.45557000000000003,0.12975,0.237,106.977,4.0,1
NASAYA,0.637,0.6275000000000001,7.5,-7.066000000000001,0.5,0.03755,0.47650000000000003,0.0115735,0.11599999999999999,0.3273,105.64699999999999,4.0,1
NF,0.5863333333333333,0.8079999999999999,6.0,-5.947333333333333,0.3333333333333333,0.16903333333333334,0.2933333333333333,0.00205,0.18963333333333332,0.3244666666666667,120.23366666666668,4.0,1
NOTD,0.7,0.872,10.0,-5.896,1.0,0.0666,0.121,7.08e-06,0.103,0.761,125.03,4.0,1
Nada Surf,0.4363333333333333,0.78225,6.5,-6.7179166666666665,0.8333333333333334,0.04193333333333333,0.04145443,0.0753578425,0.13699166666666665,0.427525,135.09425000000002,4.0,1
Naked Raygun,0.499,0.63,11.0,-13.55,1.0,0.0364,0.00986,0.315,0.0764,0.66,97.796,4.0,1
Nautiluss,0.67,0.873,6.0,-7.409,1.0,0.0401,0.00386,0.854,0.0995,0.591,119.994,4.0,1
Neil Young,0.491,0.883,4.0,-4.986,0.0,0.0306,0.000736,3.19e-05,0.369,0.518,131.75,4.0,1
Neutral Milk Hotel,0.26575714285714286,0.5614714285714285,5.071428571428571,-8.159428571428572,0.8571428571428571,0.05232857142857143,0.3049128571428571,0.2860242364285714,0.23757142857142857,0.22015714285714288,120.69449999999999,3.7142857142857144,1
New Composers,0.796,0.652,11.0,-12.706,0.0,0.0522,0.00741,0.869,0.318,0.162,123.456,4.0,1
New Optimism,0.602,0.79,1.0,-7.144,1.0,0.0405,0.00097,0.872,0.573,0.331,97.951,4.0,1
New Order,0.5790588235294117,0.8128235294117647,3.764705882352941,-8.326294117647059,1.0,0.04350588235294118,0.02204743529411765,0.5578652329411764,0.1389705882352941,0.6510235294117647,129.94005882352943,3.8823529411764706,1
Newham Generals,0.79,0.796,1.0,-10.399,0.0,0.471,0.226,2.9e-05,0.127,0.439,131.893,4.0,1
Nhyx,0.5575,0.681,8.0,-8.276,0.5,0.04245,0.35150000000000003,0.43100000000000005,0.1825,0.10875,124.029,4.0,1
Nick AM,0.815,0.699,4.0,-8.08,0.0,0.301,0.0562,0.618,0.368,0.317,104.022,4.0,1
Nick Cave & The Bad Seeds,0.549,0.35308,4.4,-12.002199999999998,0.4,0.03628,0.4944,0.13182,0.127,0.3136,97.9808,4.0,1
Nick Monaco,0.742,0.355,0.0,-14.373,0.0,0.0331,0.00214,0.925,0.449,0.286,120.981,4.0,1
Nicky Elisabeth,0.642,0.733,0.0,-10.54,1.0,0.0412,0.0674,0.695,0.153,0.146,125.999,4.0,1
Nicky Jam,0.622,0.701,8.0,-5.452,1.0,0.0559,0.423,0.0,0.0955,0.645,179.998,4.0,1
Nils Hoffmann,0.701,0.603,5.333333333333333,-9.232333333333333,0.3333333333333333,0.044899999999999995,0.04502,0.3902033333333333,0.18483333333333332,0.11096666666666667,122.996,4.0,1
Nilüfer,0.501,0.636,11.0,-3.737,1.0,0.034,0.119,0.0,0.21,0.372,111.198,3.0,1
Nine Inch Nails,0.485,0.193,11.0,-16.985,0.0,0.0322,0.697,0.0262,0.135,0.079,79.926,4.0,1
Nirvana,0.40900000000000003,0.819,5.333333333333333,-7.998666666666666,0.8333333333333334,0.07165,0.05268458333333334,0.0055275,0.13665000000000002,0.3838333333333333,152.4905,4.0,1
No Age,0.23600000000000002,0.9535,6.5,-5.9215,1.0,0.0902,0.06252355,0.305,0.10980000000000001,0.09385,141.0445,4.0,1
Nobody,0.583,0.817,11.0,-7.492,1.0,0.0314,1.19e-05,0.818,0.252,0.534,100.496,4.0,1
Nobunny,0.456,0.952,4.666666666666667,-3.8623333333333334,1.0,0.05516666666666667,0.28626666666666667,0.4237,0.39166666666666666,0.7926666666666667,129.62166666666667,4.0,1
Noir Désir,0.5003333333333333,0.8173333333333334,3.6666666666666665,-7.306333333333334,0.6666666666666666,0.053,0.2479311,0.012966666666666666,0.09496666666666666,0.6306666666666667,112.89733333333334,4.0,1
Nomadic Firs,0.66,0.822,9.0,-3.193,1.0,0.0526,0.0342,0.298,0.286,0.244,80.035,4.0,1
Nora En Pure,0.6950000000000001,0.8105,7.0,-6.516500000000001,1.0,0.0429,0.0748,0.579,0.1995,0.38655,121.99199999999999,4.0,1
Norman Greenbaum,0.601,0.643,2.0,-5.828,1.0,0.0314,0.112,0.00209,0.088,0.552,128.262,4.0,1
Nox Vahn,0.4265,0.834,6.5,-10.1385,1.0,0.047850000000000004,0.001464,0.518,0.475,0.038900000000000004,101.223,3.5,1
Nuage,0.712,0.658,11.0,-10.265,1.0,0.0387,0.00319,0.883,0.161,0.535,120.007,4.0,1
ODESZA,0.5686,0.7548999999999999,6.2,-5.6658,0.5,0.04414,0.064939,0.20405522,0.20333,0.26335000000000003,123.99859999999998,4.0,1
OMC,0.817,0.68,2.0,-8.672,0.5,0.042649999999999993,0.47800000000000004,0.0003,0.3255,0.867,122.941,4.0,1
OMI,0.777,0.663,4.0,-6.117,1.0,0.0305,0.146,1.52e-05,0.174,0.614,118.016,4.0,1
ONR,0.447,0.961,0.0,-4.908,1.0,0.0398,0.0689,0.606,0.084,0.0465,124.987,4.0,1
Obskür,0.861,0.909,1.0,-3.944,1.0,0.261,0.0121,1.42e-05,0.076,0.62,124.03,4.0,1
Octo Octa,0.693,0.852,10.0,-9.691,0.0,0.0604,0.00259,0.901,0.104,0.301,118.668,4.0,1
Octopvs To The Party,0.852,0.652,8.0,-4.418,1.0,0.0873,0.415,0.00515,0.263,0.547,79.991,4.0,1
Odd Nosdam,0.262,0.644,4.0,-10.634,0.0,0.0452,0.0196,0.148,0.227,0.0684,78.533,4.0,1
Odd Parents,0.739,0.581,6.0,-9.404,0.0,0.046,0.000523,0.857,0.0743,0.845,122.003,4.0,1
Okay Kaya,0.449,0.181,0.0,-14.362,1.0,0.0413,0.917,0.128,0.121,0.242,89.751,4.0,1
Ol.ver,0.268,0.706,0.0,-8.329,0.0,0.0776,0.0629,0.535,0.14,0.0628,102.294,4.0,1
Old Canes,0.45,0.924,9.0,-4.423,1.0,0.0829,0.0136,0.0,0.184,0.387,117.9,4.0,1
Oliver Heldens,0.507,0.7605,8.0,-5.6240000000000006,0.5,0.056999999999999995,0.1108,0.0349,0.216,0.42200000000000004,123.56450000000001,4.0,1
Oliver Schories,0.644,0.806,6.0,-8.014,0.0,0.0375,0.057,0.486,0.338,0.092,122.99,4.0,1
Olympis,0.707,0.585,5.0,-11.024,1.0,0.0701,0.145,0.00485,0.257,0.277,125.161,4.0,1
OneRepublic,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.115,0.477,122.017,4.0,1
Orbital,0.727,0.796,9.0,-5.43,0.0,0.0454,0.00329,0.66,0.269,0.465,98.015,4.0,1
Oscar Anton,0.71,0.458,6.0,-11.79,0.0,0.0757,0.71,0.00179,0.112,0.29,144.019,4.0,1
Otosan,0.668,0.89,10.0,-4.899,0.0,0.038,0.00887,0.221,0.118,0.392,125.018,4.0,1
Overmono,0.688,0.809,10.0,-4.781,0.0,0.0474,0.0694,0.88,0.602,0.615,126.019,4.0,1
Ozuna,0.714,0.761,5.0,-4.596,0.0,0.0427,0.139,0.00035,0.241,0.906,168.022,4.0,1
PINES,0.5885,0.769,4.5,-5.4875,1.0,0.0376,0.04,0.11515,0.13,0.09905,115.032,4.5,1
PLÜM,0.6924999999999999,0.615,3.5,-8.836,0.5,0.086,0.583,0.001455,0.123,0.3685,113.4375,4.0,1
PNAU,0.585,0.956,0.0,-3.577,1.0,0.0564,0.0285,0.0,0.213,0.593,120.004,4.0,1
Palehound,0.395,0.703,5.0,-8.485,1.0,0.0405,0.246,0.392,0.101,0.345,136.191,4.0,1
Palma Violets,0.21,0.865,7.0,-2.7,1.0,0.0441,0.0309,0.0088,0.323,0.425,118.922,4.0,1
Panda Bear,0.436,0.8565,5.5,-10.3475,1.0,0.1107,0.543,0.0022555,0.5835,0.28065,104.988,4.0,1
Papa Roach,0.551,0.837,11.0,-4.689,1.0,0.0597,0.00493,0.0193,0.131,0.174,111.93,4.0,1
Parquet Courts,0.645,0.616,3.0,-6.571,1.0,0.0275,0.28,0.235,0.118,0.953,84.452,4.0,1
Parra for Cuva,0.636,0.5994999999999999,0.5,-8.1065,0.0,0.030600000000000002,0.4755,0.8545,0.09915,0.16999999999999998,129.497,4.0,1
Patricia,0.776,0.662,0.0,-11.991,1.0,0.0443,0.655,0.92,0.103,0.468,117.785,4.0,1
Paul McCartney,0.248,0.974,9.0,-2.862,1.0,0.0889,0.1,0.000184,0.987,0.375,144.484,4.0,1
Paul White,0.582,0.581,9.0,-9.016,0.0,0.0282,0.416,0.000607,0.363,0.371,104.497,4.0,1
Pavement,0.4276153846153846,0.6382307692307693,4.923076923076923,-8.52076923076923,0.8461538461538461,0.03136153846153846,0.11921269076923077,0.134828,0.11491538461538461,0.41800000000000004,118.62299999999999,4.0,1
Peaches,0.905,0.945,4.0,-2.63,1.0,0.137,0.0354,0.00529,0.0707,0.944,131.597,4.0,1
Peaking Lights,0.645,0.433,0.0,-10.14,0.0,0.0408,0.128,0.874,0.164,0.0313,99.953,4.0,1
Pegboy,0.374,0.9455,5.5,-7.2925,0.5,0.07669999999999999,0.003741,9.25e-07,0.11435000000000001,0.665,96.561,4.0,1
Pepper Rabbit,0.579,0.438,5.0,-9.964,1.0,0.0277,0.404,0.000262,0.102,0.422,120.915,4.0,1
Percy Sledge,0.32,0.34,2.0,-10.652,1.0,0.0335,0.725,8.69e-05,0.103,0.346,155.517,3.0,1
Perfume Genius,0.4587142857142857,0.44028571428571434,4.0,-9.452285714285713,1.0,0.03624285714285714,0.5065714285714286,0.42349594285714287,0.18978571428571428,0.2968571428571428,128.55685714285715,3.5714285714285716,1
Pete Drake,0.382,0.314,0.0,-13.097,1.0,0.0263,0.484,0.266,0.117,0.506,101.395,3.0,1
Peter Bjorn and John,0.572,0.8643333333333333,3.0,-6.633,0.6666666666666666,0.04723333333333333,0.04315623333333333,0.165209,0.20743333333333336,0.5826666666666668,142.325,3.6666666666666665,1
"Peter, Paul and Mary",0.436,0.0695,7.0,-19.735,1.0,0.0298,0.858,0.0,0.107,0.255,97.128,4.0,1
Petit Biscuit,0.785,0.525,6.0,-7.556,1.0,0.042,0.669,0.439,0.114,0.251,90.853,4.0,1
Phil France,0.451,0.1484,8.5,-16.817,1.0,0.03745,0.8145,0.9259999999999999,0.1115,0.0975,119.967,4.0,1
Phoria,0.426,0.638,5.0,-10.483,0.0,0.0657,0.426,0.909,0.0901,0.285,139.982,4.0,1
Pierce Fulton,0.591,0.852,11.0,-7.261,1.0,0.104,0.00768,0.98,0.164,0.268,97.007,4.0,1
Pink Floyd,0.481,0.262,7.0,-15.73,1.0,0.0414,0.735,0.0114,0.832,0.375,122.861,4.0,1
Pitbull,0.68975,0.8382499999999999,5.5,-4.767,1.0,0.093625,0.0526,5.6100000000000005e-06,0.1647,0.78925,128.2545,4.0,1
Placebo,0.4468571428571429,0.8261904761904763,5.714285714285714,-5.981238095238095,0.6190476190476191,0.06441428571428572,0.02780109,0.09525689047619049,0.16846190476190476,0.3853857142857143,143.55061904761905,4.0,1
Planète,0.785,0.737,4.0,-7.545,0.0,0.0923,0.126,0.856,0.121,0.493,118.013,4.0,1
Pleasurekraft,0.716,0.804,7.0,-8.07,1.0,0.0377,0.00165,0.669,0.124,0.347,123.981,4.0,1
Pocket,0.73,0.841,11.0,-3.761,1.0,0.0467,0.027,0.00615,0.167,0.535,134.97,4.0,1
Pop Levi,0.516,0.58,1.0,-8.323,0.0,0.0381,0.0155,0.00297,0.364,0.434,112.074,4.0,1
Popular Computer,0.652,0.666,8.0,-9.974,1.0,0.156,0.672,0.839,0.0872,0.198,172.04,4.0,1
Porcelain Raft,0.39685714285714285,0.8202857142857143,4.428571428571429,-5.875571428571429,0.7142857142857143,0.07641428571428573,0.21156285714285716,0.3827428571428571,0.3089142857142857,0.26485714285714285,128.85614285714286,4.0,1
Pretty Pink,0.631,0.823,8.0,-8.406,0.0,0.0699,0.0801,0.463,0.317,0.111,124.002,4.0,1
Primitive Radio Gods,0.724,0.614,0.0,-7.015,1.0,0.0411,0.136,0.793,0.062,0.428,95.045,4.0,1
Prince Rama,0.506,0.866,10.0,-3.913,1.0,0.0314,0.00363,0.0213,0.213,0.454,120.009,4.0,1
Prospa,0.653,0.743,0.0,-6.758,1.0,0.0323,0.0157,0.253,0.106,0.53,127.001,4.0,1
Protoje,0.817,0.865,7.0,-3.485,1.0,0.0321,0.087,0.00804,0.096,0.781,120.031,4.0,1
